Inspection_ID,Timestamp,Date,Hour,Assembly_Line,Product_Category,Shift,Operator,Inspection_Result,Defect_Type,Severity,Confidence,Inference_Latency_ms,Scrap_Cost_USD
INSP-10141,2026-08-29 06:37:20,2026-08-29,6,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.962,22.42,0.0
INSP-10142,2026-08-29 06:57:20,2026-08-29,6,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.983,33.35,0.0
INSP-10143,2026-08-29 07:30:20,2026-08-29,7,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.961,22.01,0.0
INSP-10144,2026-08-29 07:43:20,2026-08-29,7,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.978,29.89,0.0
INSP-10145,2026-08-29 08:19:20,2026-08-29,8,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.987,28.22,0.0
INSP-10146,2026-08-29 08:43:20,2026-08-29,8,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.988,20.21,0.0
INSP-10147,2026-08-29 09:06:20,2026-08-29,9,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.983,32.16,0.0
INSP-10148,2026-08-29 09:21:20,2026-08-29,9,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.988,34.0,0.0
INSP-10149,2026-08-29 09:57:20,2026-08-29,9,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.999,34.22,0.0
INSP-10150,2026-08-29 10:16:20,2026-08-29,10,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.972,29.31,0.0
INSP-10151,2026-08-29 10:31:20,2026-08-29,10,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.998,25.7,0.0
INSP-10152,2026-08-29 11:06:20,2026-08-29,11,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.996,32.97,0.0
INSP-10153,2026-08-29 11:30:20,2026-08-29,11,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-418 (Chen W.),REJECT,Dent,Moderate,0.977,34.48,26.49
INSP-10154,2026-08-29 11:45:20,2026-08-29,11,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.982,28.32,0.0
INSP-10155,2026-08-29 12:11:20,2026-08-29,12,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.98,30.89,0.0
INSP-10156,2026-08-29 12:42:20,2026-08-29,12,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.973,21.96,0.0
INSP-10157,2026-08-29 13:05:20,2026-08-29,13,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.996,20.58,0.0
INSP-10158,2026-08-29 13:30:20,2026-08-29,13,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.991,22.74,0.0
INSP-10159,2026-08-29 13:46:20,2026-08-29,13,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.989,25.98,0.0
INSP-10160,2026-08-29 14:17:20,2026-08-29,14,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.997,29.74,0.0
INSP-10161,2026-08-29 14:32:20,2026-08-29,14,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.968,28.03,0.0
INSP-10162,2026-08-29 15:03:20,2026-08-29,15,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.985,31.66,0.0
INSP-10163,2026-08-29 15:24:20,2026-08-29,15,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.961,31.79,0.0
INSP-10164,2026-08-29 15:54:20,2026-08-29,15,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.974,27.5,0.0
INSP-10165,2026-08-29 16:18:20,2026-08-29,16,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.99,29.01,0.0
INSP-10166,2026-08-29 16:41:20,2026-08-29,16,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.981,31.15,0.0
INSP-10167,2026-08-29 17:07:20,2026-08-29,17,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),REJECT,Scratch,Moderate,0.972,33.55,51.24
INSP-10168,2026-08-29 17:24:20,2026-08-29,17,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.981,30.02,0.0
INSP-10169,2026-08-29 17:52:20,2026-08-29,17,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.97,27.85,0.0
INSP-10170,2026-08-29 18:14:20,2026-08-29,18,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.987,21.07,0.0
INSP-10171,2026-08-29 18:43:20,2026-08-29,18,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.969,21.58,0.0
INSP-10172,2026-08-29 19:06:20,2026-08-29,19,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.996,33.63,0.0
INSP-10173,2026-08-29 19:26:20,2026-08-29,19,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.978,27.96,0.0
INSP-10174,2026-08-29 19:54:20,2026-08-29,19,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.978,26.43,0.0
INSP-10175,2026-08-29 20:20:20,2026-08-29,20,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.993,28.67,0.0
INSP-10176,2026-08-29 20:43:20,2026-08-29,20,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.975,33.01,0.0
INSP-10177,2026-08-29 20:56:20,2026-08-29,20,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.979,19.39,0.0
INSP-10178,2026-08-29 21:20:20,2026-08-29,21,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.974,24.24,0.0
INSP-10179,2026-08-29 21:56:20,2026-08-29,21,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.962,26.27,0.0
INSP-10180,2026-08-29 22:15:20,2026-08-29,22,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.982,24.57,0.0
INSP-10181,2026-08-29 22:37:20,2026-08-29,22,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.971,33.4,0.0
INSP-10182,2026-08-29 23:02:20,2026-08-29,23,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.966,26.04,0.0
INSP-10183,2026-08-29 23:29:20,2026-08-29,23,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.986,22.5,0.0
INSP-10184,2026-08-29 23:57:20,2026-08-29,23,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.961,25.62,0.0
INSP-10185,2026-08-30 00:15:20,2026-08-30,0,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.998,31.66,0.0
INSP-10186,2026-08-30 00:31:20,2026-08-30,0,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.998,30.36,0.0
INSP-10187,2026-08-30 01:07:20,2026-08-30,1,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.966,30.15,0.0
INSP-10188,2026-08-30 01:30:20,2026-08-30,1,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.976,19.21,0.0
INSP-10189,2026-08-30 01:55:20,2026-08-30,1,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.999,24.46,0.0
INSP-10190,2026-08-30 02:19:20,2026-08-30,2,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-305 (Priya S.),REJECT,Burr,Moderate,0.926,32.63,62.09
INSP-10191,2026-08-30 02:39:20,2026-08-30,2,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.996,33.47,0.0
INSP-10192,2026-08-30 03:07:20,2026-08-30,3,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.976,29.74,0.0
INSP-10193,2026-08-30 03:23:20,2026-08-30,3,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.971,33.72,0.0
INSP-10194,2026-08-30 03:52:20,2026-08-30,3,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.968,25.66,0.0
INSP-10195,2026-08-30 04:12:20,2026-08-30,4,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-109 (Marcus V.),REJECT,Burr,Minor,0.949,23.48,20.04
INSP-10196,2026-08-30 04:43:20,2026-08-30,4,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.998,33.4,0.0
INSP-10197,2026-08-30 05:01:20,2026-08-30,5,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.968,31.27,0.0
INSP-10198,2026-08-30 05:30:20,2026-08-30,5,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.979,26.97,0.0
INSP-10199,2026-08-30 05:48:20,2026-08-30,5,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.998,30.25,0.0
INSP-10200,2026-08-30 06:17:20,2026-08-30,6,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.992,31.81,0.0
INSP-10201,2026-08-30 06:38:20,2026-08-30,6,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.966,33.74,0.0
INSP-10202,2026-08-30 06:59:20,2026-08-30,6,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.962,22.88,0.0
INSP-10203,2026-08-30 07:33:20,2026-08-30,7,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.988,29.0,0.0
INSP-10204,2026-08-30 07:52:20,2026-08-30,7,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.962,31.66,0.0
INSP-10205,2026-08-30 08:20:20,2026-08-30,8,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.998,19.51,0.0
INSP-10206,2026-08-30 08:44:20,2026-08-30,8,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.996,28.94,0.0
INSP-10207,2026-08-30 09:07:20,2026-08-30,9,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.967,19.04,0.0
INSP-10208,2026-08-30 09:32:20,2026-08-30,9,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.984,22.1,0.0
INSP-10209,2026-08-30 09:48:20,2026-08-30,9,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.995,22.8,0.0
INSP-10210,2026-08-30 10:15:20,2026-08-30,10,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.989,28.6,0.0
INSP-10211,2026-08-30 10:45:20,2026-08-30,10,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.964,20.39,0.0
INSP-10212,2026-08-30 11:07:20,2026-08-30,11,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.963,29.29,0.0
INSP-10213,2026-08-30 11:31:20,2026-08-30,11,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.997,19.25,0.0
INSP-10214,2026-08-30 11:46:20,2026-08-30,11,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.982,33.71,0.0
INSP-10215,2026-08-30 12:08:20,2026-08-30,12,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.994,27.11,0.0
INSP-10216,2026-08-30 12:45:20,2026-08-30,12,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.967,18.53,0.0
INSP-10217,2026-08-30 12:56:20,2026-08-30,12,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.995,19.77,0.0
INSP-10218,2026-08-30 13:29:20,2026-08-30,13,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.978,32.26,0.0
INSP-10219,2026-08-30 13:47:20,2026-08-30,13,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.991,25.17,0.0
INSP-10220,2026-08-30 14:20:20,2026-08-30,14,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.971,29.57,0.0
INSP-10221,2026-08-30 14:31:20,2026-08-30,14,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.986,22.53,0.0
INSP-10222,2026-08-30 15:02:20,2026-08-30,15,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.976,29.61,0.0
INSP-10223,2026-08-30 15:24:20,2026-08-30,15,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.97,22.43,0.0
INSP-10224,2026-08-30 15:56:20,2026-08-30,15,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.961,23.67,0.0
INSP-10225,2026-08-30 16:20:20,2026-08-30,16,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.966,22.13,0.0
INSP-10226,2026-08-30 16:37:20,2026-08-30,16,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.984,20.36,0.0
INSP-10227,2026-08-30 17:04:20,2026-08-30,17,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.993,34.41,0.0
INSP-10228,2026-08-30 17:21:20,2026-08-30,17,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.991,30.34,0.0
INSP-10229,2026-08-30 17:48:20,2026-08-30,17,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.98,22.43,0.0
INSP-10230,2026-08-30 18:20:20,2026-08-30,18,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.967,22.26,0.0
INSP-10231,2026-08-30 18:33:20,2026-08-30,18,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.972,32.54,0.0
INSP-10232,2026-08-30 19:06:20,2026-08-30,19,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.975,24.04,0.0
INSP-10233,2026-08-30 19:28:20,2026-08-30,19,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.968,22.61,0.0
INSP-10234,2026-08-30 19:56:20,2026-08-30,19,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.971,21.04,0.0
INSP-10235,2026-08-30 20:19:20,2026-08-30,20,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.976,23.77,0.0
INSP-10236,2026-08-30 20:35:20,2026-08-30,20,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.961,29.83,0.0
INSP-10237,2026-08-30 21:07:20,2026-08-30,21,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.969,18.38,0.0
INSP-10238,2026-08-30 21:31:20,2026-08-30,21,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.992,31.43,0.0
INSP-10239,2026-08-30 21:50:20,2026-08-30,21,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.991,27.83,0.0
INSP-10240,2026-08-30 22:14:20,2026-08-30,22,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.975,32.93,0.0
INSP-10241,2026-08-30 22:35:20,2026-08-30,22,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.967,28.29,0.0
INSP-10242,2026-08-30 23:05:20,2026-08-30,23,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.995,22.11,0.0
INSP-10243,2026-08-30 23:23:20,2026-08-30,23,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),REJECT,Surface_Stain,Minor,0.963,26.86,58.52
INSP-10244,2026-08-30 23:56:20,2026-08-30,23,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.982,27.17,0.0
INSP-10245,2026-08-31 00:12:20,2026-08-31,0,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.973,27.85,0.0
INSP-10246,2026-08-31 00:31:20,2026-08-31,0,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.987,18.94,0.0
INSP-10247,2026-08-31 01:08:20,2026-08-31,1,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.981,31.3,0.0
INSP-10248,2026-08-31 01:26:20,2026-08-31,1,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.97,23.64,0.0
INSP-10249,2026-08-31 01:50:20,2026-08-31,1,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.994,26.1,0.0
INSP-10250,2026-08-31 02:14:20,2026-08-31,2,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.984,32.04,0.0
INSP-10251,2026-08-31 02:36:20,2026-08-31,2,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.979,24.31,0.0
INSP-10252,2026-08-31 03:00:20,2026-08-31,3,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.992,24.38,0.0
INSP-10253,2026-08-31 03:25:20,2026-08-31,3,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),REJECT,Burr,Moderate,0.914,33.78,22.5
INSP-10254,2026-08-31 03:44:20,2026-08-31,3,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.996,18.8,0.0
INSP-10255,2026-08-31 04:07:20,2026-08-31,4,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.979,29.6,0.0
INSP-10256,2026-08-31 04:40:20,2026-08-31,4,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.976,21.31,0.0
INSP-10257,2026-08-31 05:08:20,2026-08-31,5,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.967,23.16,0.0
INSP-10258,2026-08-31 05:25:20,2026-08-31,5,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.962,18.38,0.0
INSP-10259,2026-08-31 05:53:20,2026-08-31,5,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.988,31.2,0.0
INSP-10260,2026-08-31 06:16:20,2026-08-31,6,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.971,20.12,0.0
INSP-10261,2026-08-31 06:36:20,2026-08-31,6,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.983,32.95,0.0
INSP-10262,2026-08-31 07:05:20,2026-08-31,7,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-418 (Chen W.),REJECT,Burr,Minor,0.885,27.63,42.87
INSP-10263,2026-08-31 07:32:20,2026-08-31,7,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.981,31.77,0.0
INSP-10264,2026-08-31 07:52:20,2026-08-31,7,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.961,19.93,0.0
INSP-10265,2026-08-31 08:11:20,2026-08-31,8,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.972,32.48,0.0
INSP-10266,2026-08-31 08:42:20,2026-08-31,8,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.962,31.59,0.0
INSP-10267,2026-08-31 08:59:20,2026-08-31,8,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-109 (Marcus V.),REJECT,Burr,Moderate,0.882,24.72,52.59
INSP-10268,2026-08-31 09:33:20,2026-08-31,9,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.998,19.58,0.0
INSP-10269,2026-08-31 09:44:20,2026-08-31,9,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.984,31.01,0.0
INSP-10270,2026-08-31 10:18:20,2026-08-31,10,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.989,28.91,0.0
INSP-10271,2026-08-31 10:37:20,2026-08-31,10,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.983,20.93,0.0
INSP-10272,2026-08-31 10:58:20,2026-08-31,10,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.994,27.53,0.0
INSP-10273,2026-08-31 11:31:20,2026-08-31,11,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-305 (Priya S.),REJECT,Dent,Minor,0.912,28.3,59.3
INSP-10274,2026-08-31 11:52:20,2026-08-31,11,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.968,33.42,0.0
INSP-10275,2026-08-31 12:16:20,2026-08-31,12,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.996,33.98,0.0
INSP-10276,2026-08-31 12:36:20,2026-08-31,12,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.967,23.31,0.0
INSP-10277,2026-08-31 13:03:20,2026-08-31,13,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.986,27.43,0.0
INSP-10278,2026-08-31 13:29:20,2026-08-31,13,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.967,33.29,0.0
INSP-10279,2026-08-31 13:57:20,2026-08-31,13,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.961,18.22,0.0
INSP-10280,2026-08-31 14:17:20,2026-08-31,14,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.961,27.24,0.0
INSP-10281,2026-08-31 14:41:20,2026-08-31,14,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.977,34.12,0.0
INSP-10282,2026-08-31 15:08:20,2026-08-31,15,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.992,26.89,0.0
